x,y
25.0,174.45472807
31.0,201.82674586000002
93.0,376.80910177
67.0,306.20095243000003
49.0,242.15550649
25.0,197.12730742000002
88.0,363.02166043
54.0,263.72945113000003
21.0,154.19350666
8.0,123.689619523
32.0,205.01023234000002
35.0,210.18469951
67.0,297.54926278
90.0,368.77886476
59.0,285.07078606
15.0,134.81497945
67.0,313.24804090000003
42.0,231.15703492
44.0,224.72263024
77.0,322.76657274999997
68.0,298.84931311
36.0,209.87314231
11.0,130.97124598
10.0,121.469372971
65.0,303.65809396
98.0,403.3292773
98.0,395.83960989999997
49.0,250.57251532
31.0,183.51688783
56.0,267.7748692
70.0,329.42022615999997
91.0,376.17269134
25.0,182.05736317
54.0,265.96250427999996
39.0,224.19971047
91.0,380.77171072
3.0,115.891162087
22.0,163.04288266
2.0,106.801178353
2.0,99.634418494
65.0,299.48638624
71.0,321.50913061
42.0,226.30422634
76.0,332.05407196
43.0,223.06755337
8.0,144.25915816
86.0,349.84597066
87.0,369.80123026
3.0,106.859715058
58.0,266.84263891
62.0,286.45940224000003
89.0,368.67410584
95.0,382.00875589
28.0,180.34071544
0.0,97.706387122
1.0,100.848598009
49.0,232.80401545
21.0,159.55522414
46.0,241.47880015
11.0,125.078099716
89.0,376.24471252
37.0,225.66202153
29.0,191.6239387
44.0,240.62963419
96.0,389.06978455
16.0,153.7512097
74.0,315.03849751
35.0,197.94992661999999
42.0,218.03448895
16.0,151.10205997
56.0,258.62572222
18.0,147.56244547
100.0,426.61485489999995
54.0,247.91431759
92.0,368.4248431
63.0,291.02044725999997
81.0,351.35232838
73.0,320.53410766
48.0,240.40891732
1.0,117.429840406
85.0,355.69083924999995
14.0,131.74641892
25.0,164.13094951
45.0,238.1613235
98.0,385.7167759
97.0,382.45447618
58.0,263.64604138
93.0,362.08781347
88.0,365.43224794
89.0,353.44137034
47.0,246.38941213
6.0,132.30027049
34.0,191.46648763
30.0,189.30538555
16.0,140.54724247000001
86.0,358.38867652
40.0,229.90068241
52.0,255.76330696000002
15.0,149.47555861
4.0,123.99422029600001
95.0,393.00068701
99.0,369.41636101
35.0,214.21499701
58.0,280.83556966
10.0,120.127587277
16.0,155.06466772
53.0,269.11174609
58.0,288.40192612
42.0,223.75466896
24.0,158.27912623
84.0,348.66807412
64.0,290.84094943
12.0,133.88881597
61.0,280.06824645999995
75.0,317.81017978
15.0,135.63893719
100.0,402.1038211
43.0,235.37262427000002
13.0,144.43320412
48.0,244.28104102
45.0,226.87437016
52.0,258.20169382
34.0,210.17190957999998
30.0,185.93605594000002
65.0,286.50025819
100.0,386.75378553999997
67.0,298.12975912
99.0,399.8698675
45.0,238.44825952
87.0,367.41264889
73.0,309.15363418000004
9.0,136.95209943999998
81.0,334.60888804
72.0,313.92986113
81.0,344.36634127
58.0,275.78501926
93.0,383.87528122
82.0,365.81130985
66.0,290.94605587
97.0,384.92579650000005
77.0,339.32545603
21.0,169.53183661
22.0,176.82778468
20.0,153.57216439
36.0,225.54959317
15.0,129.41570462800001
62.0,276.62397799
95.0,392.85381103000003
20.0,155.18538241
5.0,126.240242962
4.0,108.434247478
19.0,151.28611723
96.0,385.44721528
62.0,284.16401988999996
36.0,220.74105148
15.0,144.46745767
65.0,300.87420607
14.0,149.90523952
87.0,371.96541207999996
69.0,331.68947908
89.0,376.35718834
51.0,240.74163127
89.0,369.47903326
27.0,165.14141041
97.0,392.23620943000003
58.0,271.04894089
79.0,334.93169626
21.0,157.3945291
93.0,379.10450163999997
27.0,179.77337188
99.0,392.65466032
31.0,194.30574466
33.0,205.38174331
80.0,335.83127296000004
28.0,199.21338475
47.0,255.09901516
53.0,260.86705674999996
69.0,308.38918216
28.0,182.27491711
33.0,209.03932567
91.0,385.18422574
71.0,304.50174271000003
50.0,252.88466596
76.0,334.12712362
4.0,116.822994595
37.0,208.34004337
70.0,301.7056465
68.0,295.03972105
40.0,214.44261613
35.0,202.93424338
94.0,385.85511811000003
88.0,363.54249735999997
52.0,262.24511904999997
31.0,195.79190545
59.0,278.83741255
0.0,96.879657373
39.0,242.48124295000002
64.0,287.80269319
69.0,312.7439302
57.0,268.44502338999996
13.0,142.16718631
72.0,304.34101441
76.0,326.79104038
61.0,277.677235
82.0,356.36512471000003
18.0,153.28591348
41.0,216.06666046
50.0,252.89030910999998
55.0,255.50511616
13.0,151.2283321
46.0,239.68425319
13.0,131.04263383
79.0,333.73098906999996
53.0,250.51025866
15.0,139.77071941
28.0,193.96824795999999
81.0,321.7926292
69.0,323.35343137
52.0,256.05796858
84.0,351.06461497
68.0,311.10962440000003
27.0,170.33437483
56.0,249.49155403
48.0,249.64679779
40.0,223.13576749
39.0,200.13503172999998
82.0,343.89250399
100.0,416.7755125
59.0,270.47371039
43.0,246.01757935
67.0,301.06451839
38.0,215.29229167
63.0,275.84400661
91.0,367.37132527
60.0,282.73162809999997
14.0,141.51879634
21.0,150.67255555
87.0,352.20030454
73.0,311.04909316
32.0,200.15422414
2.0,95.10109525
82.0,365.63427685
19.0,152.32142866
74.0,327.07895662
42.0,225.92821321000002
12.0,137.77734223
1.0,100.825921783
90.0,394.39774015
89.0,362.37164665
0.0,92.965784374
41.0,217.9882459
16.0,150.06145633
94.0,389.76665803
97.0,393.11026603
66.0,301.05147865000004
24.0,176.90428771
17.0,140.23932271
90.0,385.46941852000003
13.0,129.232492774
0.0,89.596348633
64.0,288.48449065
96.0,391.82216382999997
98.0,386.74051555
12.0,122.405505517
41.0,236.33798773
47.0,240.07041904
78.0,323.4980797
20.0,164.90501964999999
89.0,374.78646553
29.0,179.48463883
64.0,302.15964109000004
75.0,322.76088511
12.0,136.23974944
25.0,163.96821183999998
28.0,187.95310135
30.0,179.46141049
65.0,306.84099322
59.0,277.31796985
64.0,293.12563261
53.0,280.62275047
71.0,311.02989118
97.0,391.32476859999997
73.0,327.2752534
9.0,132.41388181
12.0,136.33659823
63.0,289.84937146
99.0,394.09053163
60.0,289.58063061999997
35.0,204.56044690000002
2.0,91.540258078
60.0,279.49418979999996
32.0,188.15515072
94.0,391.00445116
84.0,355.55971825
63.0,285.22189576
22.0,156.54394489
81.0,336.37025575
93.0,385.37201443000004
33.0,191.46643861
7.0,131.24404285
42.0,216.94952308
46.0,238.33063185999998
54.0,257.35310884
16.0,163.49571835
49.0,256.85861833
43.0,232.56591835
95.0,391.41496054
66.0,301.66024003
21.0,156.94966918
35.0,173.16537970000002
80.0,338.34308568999995
37.0,220.10514586
54.0,259.96017292
56.0,263.66340937
1.0,91.716452215
32.0,213.40548385
58.0,272.46224305
32.0,208.18878981999998
46.0,249.50614500999998
72.0,324.06859828
17.0,144.58478202999999
97.0,403.2093637
93.0,398.30733628
91.0,375.07722237999997
37.0,202.37419744
4.0,118.238170219
54.0,277.21741522
51.0,269.29138066
27.0,191.48238799
46.0,245.05517905
92.0,369.19460833
73.0,318.58847584
77.0,342.91432855
91.0,374.09699122
61.0,280.21412488
99.0,399.62148121
4.0,125.967142516
72.0,308.19575514999997
19.0,158.16340402
57.0,259.34885299
78.0,335.19049018
26.0,177.26837542
74.0,325.22454049
90.0,378.66316845999995
66.0,308.36495494
13.0,139.36329526
40.0,244.29529402
77.0,337.9427644
67.0,305.46462247
75.0,319.6902538
23.0,174.05088136
45.0,225.71106751
59.0,286.67907052
44.0,237.89190631
23.0,170.57941459
55.0,255.40107598
55.0,253.32322819
95.0,387.39242035
12.0,127.723416931
4.0,122.939589289
7.0,127.845099259
100.0,410.5798486
48.0,242.23020175
42.0,226.11507319
96.0,388.35947428
39.0,214.17299224
100.0,416.3511364
87.0,366.40920732999996
14.0,146.47903423
14.0,137.27873818
37.0,220.02128794
5.0,116.902092706
88.0,362.10816793000004
91.0,369.21855979
65.0,299.84498929
74.0,318.7416559
56.0,271.57310517999997
16.0,133.65131431
5.0,102.028230247
28.0,184.47005629
92.0,386.1874009
46.0,256.16472109
54.0,279.12593731
39.0,210.37674285999998
44.0,211.25373094
31.0,172.55313927999998
68.0,301.86175996000003
86.0,348.611782
90.0,369.699973
38.0,210.82519534
21.0,159.62686725999998
95.0,372.14444962
56.0,283.28103286
60.0,280.33404874
65.0,294.49888948
78.0,344.21145307
89.0,377.20653058
6.0,107.729876128
67.0,291.42304516
36.0,216.03342277000002
16.0,150.48519103
100.0,399.36061756000004
45.0,234.06740299
73.0,313.01133472000004
57.0,254.71980154
20.0,159.63539437
76.0,338.51024485000005
34.0,203.76629473
55.0,267.2150401
72.0,304.59165715
55.0,267.44885526999997
8.0,128.174250394
56.0,268.04344333
72.0,333.9908431
58.0,266.11149859
6.0,135.68373487
96.0,384.37245136
23.0,177.07124638
58.0,260.56126957000004
23.0,154.94190274
19.0,164.27913355
25.0,191.23909846
64.0,303.04426447000003
21.0,151.2564349
59.0,282.75378121
19.0,144.98542957
16.0,150.24771811
42.0,224.40771649
43.0,228.53578324
61.0,277.38738922000005
92.0,373.92591019
11.0,126.020009071
41.0,217.94455876
1.0,115.941058615
8.0,116.21566155400001
71.0,305.63766369999996
46.0,242.00462886999998
55.0,262.27191058
62.0,289.89151174
47.0,257.37840064
